tactic_labels,technique_labels,sub_technology_labels,text
['TA0011'],['T1071'],['T1071.001'],"uppercut used http c2, including sending error code cookie headers."
['TA0002'],['T1059'],['T1059.003'],uppercut us cmd.exe execute command victim??s machine.
['TA0043'],['T1598'],['T1598.003'],url inspection within email (including expanding shortened link identifying obfuscated urls) also help detect link leading known malicious sites.
['TA0001'],['T1566'],['T1566.002'],url inspection within email (including expanding shortened link identifying obfuscated urls) help detect link leading known malicious sites.
['TA0043'],['T1598'],['T1598'],"url inspection within email (including expanding shortened links) also help detect link leading known malicious sites.monitor social medium traffic suspicious activity, including message requesting information well abnormal file data transfer (especially involving unknown, otherwise suspicious accounts)."
['TA0001'],['T1566'],['T1566'],url inspection within email (including expanding shortened links) help detect link leading known malicious sites.
"['TA0043', 'TA0001']","['T1566', 'T1598']","['T1598.003', 'T1566.002']","url may also obfuscated taking advantage quirk url schema, acceptance integer- hexadecimal-based hostname format automatic discarding text ""@"" symbol: example, hxxp://google.com@1157586937."
"['TA0003', 'TA0004']",['T1547'],['T1547.010'],usb monitor
['TA0010'],['T1020'],['T1020'],usbstealer automatically exfiltrates collected file via removable medium infected device connects air-gapped victim machine initially connected internet-enabled victim machine.
['TA0009'],['T1074'],['T1074.001'],usbstealer collect file matching certain criterion victim store local directory later exfiltration.
['TA0011'],['T1092'],['T1092'],"usbstealer drop command second victim onto removable medium drive inserted first victim, command executed drive inserted second victim."
"['TA0001', 'TA0008']",['T1091'],['T1091'],usbstealer drop onto removable medium relies autorun execute malicious file user open removable medium another system.
['TA0010'],['T1052'],['T1052.001'],usbstealer exfiltrates collected file via removable medium air-gapped victims.
['TA0005'],['T1070'],['T1070.004'],usbstealer several command delete file associated malware victim.
['TA0005'],['T1036'],['T1036.005'],usbstealer mimic legitimate russian program called usb disk security.
['TA0007'],['T1120'],['T1120'],usbstealer monitor victim insertion removable drives.
"['TA0003', 'TA0004']",['T1547'],['T1547.001'],"usbstealer register registry run key name ""usb disk security."""
['TA0007'],['T1083'],['T1083'],"usbstealer search victim drive file matching certain extension ("".skr"","".pkr"" "".key"") names."
['TA0005'],['T1070'],['T1070.006'],usbstealer set timestamps dropper file last-access last-write timestamps standard window library chosen system.
['TA0007'],['T1120'],['T1120'],usbferry check connected usb devices.
['TA0009'],['T1005'],['T1005'],usbferry collect information air-gapped host machine.
"['TA0001', 'TA0008']",['T1091'],['T1091'],usbferry copy installer attached usb storage devices.
['TA0007'],['T1016'],['T1016'],usbferry detect infected machine's network topology using ipconfig arp.
['TA0007'],['T1083'],['T1083'],usbferry detect victim's file folder list.
['TA0005'],['T1218'],['T1218.011'],usbferry execute rundll32.exe memory avoid detection.
['TA0002'],['T1059'],['T1059.003'],usbferry execute various window commands.
['TA0007'],['T1087'],['T1087.001'],usbferry use net user gather information local accounts.
['TA0007'],['T1018'],['T1018'],usbferry use net view gather information remote systems.
['TA0007'],['T1049'],['T1049'],usbferry use netstat nbtstat detect active network connections.
['TA0007'],['T1057'],['T1057'],usbferry use tasklist gather information process running infected system.
"['TA0003', 'TA0004']",['T1546'],['T1546.017'],"udev linux kernel device manager dynamically manages device nodes, handle access pseudo-device file /dev directory, responds hardware events, external device like hard drive keyboard plugged removed."
"['TA0003', 'TA0004']",['T1546'],['T1546.017'],udev us rule file match key specify condition hardware event must meet action key define action follow.
"['TA0001', 'TA0005', 'TA0003', 'TA0004']",['T1078'],['T1078.003'],umbreon creates valid local user provide access system.
['TA0005'],['T1014'],['T1014'],"umbreon hide defender hooking libc function calls, hiding artifact would reveal presence, user account creates provide access undermining strace, tool often used identify malware."
['TA0011'],['T1095'],['T1095'],umbreon provides access system via ssh protocol us pam authenticate.
['TA0002'],['T1059'],['T1059.003'],"umbreon provides access using standard facility like ssh additional access using backdoor espeon, providing reverse shell upon receipt special packet"
"['TA0005', 'TA0011', 'TA0003']",['T1205'],['T1205'],"umbreon provides additional access using backdoor espeon, providing reverse shell upon receipt special packet."
['TA0002'],['T1059'],['T1059.006'],understanding standard usage pattern important avoid high number false positives.
['TA0008'],['T1021'],['T1021.002'],"unfortunately, bro/zeek event smb message-type yet."
['TA0006'],['T1003'],['T1003.003'],"unfortunately, event provides context file created copied, file copied."
['TA0008'],['T1021'],['T1021.005'],uninstall vnc server software required.
['TA0005'],['T1553'],['T1553.003'],"unique sip exist file format (executable, powershell, installer, , catalog signing providing catch-all ) identified globally unique identifier (guids)."
['TA0002'],['T1059'],['T1059.004'],"unix shell usage may common administrator, developer, power user systems, depending job function."
['TA0002'],['T1059'],['T1059.004'],unix shell also support script enable sequential execution command well typical programming operation conditionals loops.
['TA0002'],['T1059'],['T1059.004'],"unix shell primary command prompt linux macos systems, though many variation unix shell exist ( sh, bash, zsh, ) depending specific o distribution."
['TA0002'],['T1059'],['T1059.004'],"unix shell control every aspect system, certain command requiring elevated privileges."
['TA0007'],['T1082'],['T1082'],"unknown logger obtain information victim computer name, physical memory, country, date."
['TA0007'],['T1033'],['T1033'],unknown logger obtain information victim usernames.
['TA0007'],['T1016'],['T1016'],unknown logger obtain information victim's ip address.
['TA0005'],['T1562'],['T1562.001'],"unknown logger functionality disable security tools, including kaspersky, bitdefender, malwarebytes."
['TA0011'],['T1105'],['T1105'],unknown logger capable downloading remote files.
"['TA0009', 'TA0006']",['T1056'],['T1056.001'],unknown logger capable recording keystrokes.
"['TA0001', 'TA0008']",['T1091'],['T1091'],unknown logger capable spreading usb devices.
['TA0006'],['T1555'],['T1555.003'],unknown logger capable stealing usernames password browser victim machine.
['TA0005'],['T1036'],['T1036.001'],"unlike code signing, activity result valid signature."
"['TA0005', 'TA0003', 'TA0004']",['T1574'],['T1574.008'],"unlike dll search order hijacking, search order differs depending method used execute program."
['TA0001'],['T1189'],['T1189'],"unlike exploit public-facing application, focus technique exploit software client endpoint upon visiting website."
['TA0005'],['T1553'],['T1553.002'],"unlike invalid code signature, activity result valid signature."
"['TA0009', 'TA0006']",['T1056'],['T1056.004'],"unlike keylogging, technique focus specifically api function include parameter reveal user credentials."
['TA0003'],['T1525'],['T1525'],"unlike upload malware, technique focus adversary implanting image registry within victim??s environment."
['TA0007'],['T1580'],['T1580'],"unlike cloud service discovery, technique focus discovery component provided service rather service themselves."
['TA0003'],['T1505'],['T1505.003'],"unlike form persistent remote access, initiate connections."
['TA0005'],['T1553'],['T1553.001'],unsandboxed application unspecified lsfilequarantineenabled entry default setting quarantine flag.
"['TA0005', 'TA0004']",['T1055'],['T1055.013'],"write handle transaction terminated, handle isolated writer may read committed version file existed time handle opened."
"['TA0005', 'TA0008']",['T1550'],['T1550.003'],unusual remote authentication event correlate suspicious activity (such writing executing binaries) may indicate malicious activity.
"['TA0005', 'TA0008']",['T1550'],['T1550.002'],unusual remote logins correlate suspicious activity (such writing executing binaries) may indicate malicious activity.
"['TA0005', 'TA0008']",['T1550'],['T1550.001'],"update corporate policy restrict type third-party application may added online service tool linked company's information, account network (, google, microsoft, dropbox, basecamp, github)."
['TA0001'],['T1190'],['T1190'],update software regularly employing patch management externally exposed applications.
"['TA0005', 'TA0008', 'TA0004']","['T1210', 'T1068', 'T1211']","['T1210', 'T1068', 'T1211']",update software regularly employing patch management internal enterprise endpoint servers.
"['TA0005', 'TA0003', 'TA0004']",['T1574'],['T1574.002'],update software regularly include patch fix dll side-loading vulnerabilities.
['TA0006'],['T1110'],['T1110.001'],upgrade management service latest supported compatible version.
"['TA0003', 'TA0004']",['T1546'],['T1546.010'],upgrade window 8 later enable secure boot.
['TA0042'],['T1608'],['T1608'],uploading malware tool location accessible victim network enable ingres tool transfer.
"['TA0005', 'TA0003', 'TA0006']",['T1556'],['T1556.004'],"upon authentication attempts, inserted code first check see user input password."
['TA0005'],['T1140'],['T1140'],upon execution spica decode embedded .pdf write desktop decoy document.
['TA0005'],['T1140'],['T1140'],"upon execution, metamorfo unzipped downloaded system performed string decryption."
"['TA0003', 'TA0004']",['T1546'],['T1546.004'],"upon exiting, /etc/zlogout ~/.zlogout executed."
['TA0001'],['T1189'],['T1189'],"upon finding vulnerable version, exploit code delivered browser."
['TA0005'],['T1599'],['T1599'],"upon identifying compromised network device used bridge network boundary, block malicious packet using unaffected network device path, firewall router compromised."
"['TA0009', 'TA0006']",['T1557'],['T1557.004'],"upon logging malicious wi-fi access point, user may directed fake login page captive portal webpage capture victim??s credentials."
['TA0001'],['T1566'],['T1566.001'],"upon opening attachment (and potentially clicking past protections), adversary's payload exploit vulnerability directly executes user's system."
"['TA0003', 'TA0004']",['T1037'],['T1037.004'],"upon reboot, system executes script's content root, resulting persistence."
"['TA0003', 'TA0004']",['T1543'],['T1543.001'],"upon user login, macma executed /var/root/.local/softwareupdate root privileges."
['TA0011'],['T1001'],['T1001.001'],uroburos add extra character encoded string help mimic dns legitimate requests.
['TA0011'],['T1095'],['T1095'],"uroburos communicate custom methodology udp, icmp, tcp use distinct session ride legitimate protocols."
['TA0005'],['T1140'],['T1140'],uroburos decrypt command parameter sent c2 use unpacking code extract packed executable.
['TA0011'],['T1573'],['T1573.001'],"uroburos encrypt data beneath http2 tcp encryption session layer cast-128, using different key incoming outgoing data."
"['TA0005', 'TA0011', 'TA0003']",['T1205'],['T1205'],uroburos intercept first client server packet 3-way tcp handshake determine packet contains correct unique value specific uroburos implant.
['TA0007'],['T1012'],['T1012'],"uroburos query registry, typically hklm:\software\classes\.wav\openwithprogids, find key path decrypt load kernel driver kernel driver loader."
['TA0005'],['T1070'],['T1070.004'],uroburos run clear agent track command infected machine delete uroburos-related logs.
['TA0007'],['T1083'],['T1083'],uroburos search specific file compromised system.
['TA0005'],['T1027'],['T1027.011'],uroburos store configuration information kernel driver kernel driver loader component encrypted blob typically found hklm:\software\classes\.wav\openwithprogids.
['TA0005'],['T1112'],['T1112'],uroburos store configuration information registry including initialization vector aes key needed find decrypt uroburos components.
['TA0005'],['T1027'],['T1027.013'],uroburos use aes cast-128 encryption obfuscate resources.
"['TA0005', 'TA0004']",['T1055'],['T1055.001'],uroburos use dll injection load embedded file modules.
['TA0011'],['T1105'],['T1105'],uroburos use put command write file infected machine.
['TA0011'],['T1071'],['T1071.001'],uroburos use custom http-based protocol large data communication blend normal network traffic riding top standard http.
['TA0011'],['T1132'],['T1132.002'],uroburos use custom base62 de-facto base32 encoding us digit 0-9 lowercase letter a-z c2 communications.
['TA0005'],['T1564'],['T1564.005'],uroburos use concealed storage mechanism including ntfs fat-16 filesystem encrypted cast-128 cbc mode.
['TA0011'],['T1001'],['T1001.003'],"uroburos use custom communication methodology ride common protocol including tcp, udp, http, smtp, dns order blend normal network traffic."
['TA0011'],['T1071'],['T1071.003'],uroburos use custom communication protocol ride smtp.
['TA0011'],['T1090'],['T1090.003'],uroburos use implant multiple compromised machine proxy communication worldwide p2p network.
['TA0009'],['T1005'],['T1005'],uroburos use get command exfiltrate specified file compromised system.
['TA0007'],['T1057'],['T1057'],uroburos use process list command enumerate process compromised hosts.
['TA0005'],['T1014'],['T1014'],uroburos use kernel module prevent host component listed targeted system's o mediate request user mode concealed components.
['TA0002'],['T1106'],['T1106'],uroburos use native window apis including gethostbyname.
['TA0011'],['T1008'],['T1008'],uroburos use 10 channel communicate implants.
['TA0011'],['T1071'],['T1071.004'],uroburos encoded outbound c2 communication dns request consisting character string made resemble standard domain names.
['TA0005'],['T1036'],['T1036.004'],"uroburos registered service named werfaultsvc, likely spoof legitimate window error reporting service."
"['TA0003', 'TA0004']",['T1543'],['T1543.003'],"uroburos registered service, typically named werfaultsvc, decrypt find kernel driver kernel driver loader maintain persistence."
['TA0011'],['T1572'],['T1572'],"uroburos ability communicate custom communication methodology ride common network protocol including raw tcp udp sockets, http, smtp, dns."
['TA0007'],['T1082'],['T1082'],uroburos ability gather basic system information run posix api gethostbyname.
['TA0005'],['T1620'],['T1620'],uroburos ability load new module directly memory using load module mem command.
['TA0002'],['T1559'],['T1559'],"uroburos ability move data kernel user mode components, generally using named pipes."
['TA0002'],['T1059'],['T1059.003'],uroburos ability use command line execution targeted system.
['TA0011'],['T1573'],['T1573.002'],uroburos used combination diffie-hellman key exchange mixed pre-shared key (psk) encrypt top layer c2 communications.
['TA0005'],['T1027'],['T1027.002'],uroburos us custom packer.
['TA0005'],['T1027'],['T1027.010'],ursnif dropper execute base64 encoded powershell commands.
['TA0005'],['T1027'],['T1027.013'],ursnif dropper also delivered password-protected zip file execute base64 encoded powershell commands.
['TA0002'],['T1559'],['T1559.001'],ursnif dropper used com object execute malware's full executable payload.
['TA0005'],['T1564'],['T1564.003'],ursnif dropper used com property execute malware hidden windows.
['TA0002'],['T1059'],['T1059.001'],ursnif dropper used powershell download cradle download execute malware's full executable payload.
['TA0002'],['T1059'],['T1059.005'],ursnif dropper used vba macro download execute malware's full executable payload.
['TA0002'],['T1047'],['T1047'],ursnif dropper used wmi class execute powershell commands.
['TA0011'],['T1105'],['T1105'],ursnif also used download execute additional payloads.
['TA0009'],['T1005'],['T1005'],"ursnif collected file victim machines, including certificate cookies."
['TA0008'],['T1080'],['T1080'],ursnif copied infected file network drive propagation.
"['TA0001', 'TA0008']",['T1091'],['T1091'],ursnif copied infected removable drive propagation.
['TA0005'],['T1070'],['T1070.004'],ursnif deleted data staged tmp file exfiltration.
['TA0011'],['T1105'],['T1105'],ursnif dropped payload configuration file disk.
['TA0007'],['T1057'],['T1057'],ursnif gathered information running processes.
['TA0007'],['T1007'],['T1007'],ursnif gathered information running services.
"['TA0009', 'TA0006']",['T1056'],['T1056.004'],"ursnif hooked apis perform wide variety information theft, monitoring traffic browsers."
['TA0009'],['T1185'],['T1185'],ursnif injected html code banking site steal sensitive online banking information (ex: usernames passwords).
"['TA0005', 'TA0004']",['T1055'],['T1055.005'],ursnif injected code target process via thread local storage callbacks.
"['TA0003', 'TA0004']",['T1543'],['T1543.003'],ursnif registered system service registry automatic execution system startup.
['TA0002'],['T1106'],['T1106'],ursnif used createprocessw create child processes.
['TA0010'],['T1041'],['T1041'],ursnif used http post exfil gathered information.
['TA0011'],['T1071'],['T1071.001'],ursnif used http c2.
['TA0007'],['T1012'],['T1012'],ursnif used reg query registry installed programs.
"['TA0003', 'TA0004']",['T1547'],['T1547.001'],ursnif used registry run key establish automatic execution system startup.
['TA0005'],['T1112'],['T1112'],ursnif used registry modification part installation routine.
['TA0007'],['T1082'],['T1082'],ursnif used systeminfo gather system information.
['TA0011'],['T1090'],['T1090.003'],ursnif used tor c2.
"['TA0005', 'TA0007']",['T1497'],['T1497.003'],ursnif used 30 minute delay execution evade sandbox monitoring tools.
['TA0011'],['T1568'],['T1568.002'],ursnif used dga generate domain name c2.
['TA0011'],['T1090'],['T1090'],ursnif used peer-to-peer (p2p) network c2.
['TA0005'],['T1027'],['T1027.013'],ursnif used xor-based algorithm encrypt tor client dropped disk.
['TA0005'],['T1140'],['T1140'],ursnif used crypto key information stored registry decrypt tor client dropped disk.
['TA0011'],['T1132'],['T1132'],ursnif used encoded data http url c2.
['TA0009'],['T1113'],['T1113'],ursnif used hooked apis take screenshots.
"['TA0005', 'TA0004']",['T1055'],['T1055.012'],ursnif used process hollowing inject child processes.
['TA0005'],['T1036'],['T1036.005'],"ursnif used string legitimate system file existing folder file, folder, registry entry names."
['TA0009'],['T1074'],['T1074.001'],ursnif used tmp file stage gathered information.
['TA0006'],['T1003'],['T1003.001'],"usage procdump window task manager lsass dumping also detected via process creation events, since predictable set command-line argument (, specifying process dumped)."
['TA0005'],['T1564'],['T1564.009'],"usage resource fork identifiable displaying file??s extended attributes, using l -l@ xattr -l commands."
['TA0002'],['T1059'],['T1059.003'],"usage window command shell may common administrator, developer, power user system depending job function."
['TA0005'],['T1564'],['T1564.006'],usage virtualization binary command-line argument associated running silent installation may especially suspect (ex.
['TA0001'],['T1189'],['T1189'],"use network intrusion detection systems, sometimes ssl/tls inspection, look known malicious script (recon, heap spray, browser identification script frequently reused), common script obfuscation, exploit code."
"['TA0003', 'TA0004']",['T1546'],['T1546.002'],use group policy disable screensavers unnecessary.
"['TA0003', 'TA0004']",['T1547'],['T1547.006'],"use mdm disable user's ability install approve kernel extensions, ensure approved kernel extension alignment policy specified com.apple.syspolicy.kernel-extension-policy."
"['TA0005', 'TA0003']",['T1542'],['T1542.003'],use trusted platform module technology secure trusted boot process prevent system integrity compromised.
"['TA0005', 'TA0003']",['T1542'],['T1542.001'],use trusted platform module technology.
['TA0010'],['T1048'],['T1048'],use access control list cloud storage system objects.
['TA0009'],['T1530'],['T1530'],use access control list storage system objects.
"['TA0043', 'TA0001']","['T1566', 'T1598']","['T1566.002', 'T1598.002', 'T1566.001', 'T1598.003']",use anti-spoofing email authentication mechanism filter message based validity check sender domain (using spf) integrity message (using dkim).
['TA0005'],['T1218'],['T1218.004'],use application control configured block execution installutil.exe required given system network prevent potential misuse adversaries.
['TA0005'],['T1218'],['T1218.008'],use application control configured block execution odbcconf.exe required given system network prevent potential misuse adversaries.
['TA0005'],['T1127'],['T1127.001'],use application control configured block execution msbuild.exe required given system network prevent potential misuse adversaries.
['TA0005'],['T1218'],['T1218.005'],use application control configured block execution mshta.exe required given system network prevent potential misuse adversaries.
['TA0005'],['T1216'],['T1216.001'],use application control configured block execution script required given system network prevent potential misuse adversaries.
['TA0005'],['T1218'],['T1218.012'],use application control configured block execution verclsid.exe required given system network prevent potential misuse adversaries.
['TA0002'],['T1047'],['T1047'],use application control configured block execution wmic.exe required given system network prevent potential misuse adversaries.
['TA0011'],['T1219'],['T1219'],use application control mitigate installation use unapproved software used remote access.
['TA0005'],['T1564'],['T1564.006'],use application control mitigate installation use unapproved virtualization software.
['TA0002'],['T1059'],['T1059.010'],"use application control prevent execution autoit3.exe, autohotkey.exe, related feature may required given system network prevent potential misuse adversaries."
['TA0002'],['T1059'],['T1059.009'],use application control appropriate block use powershell cmdlets host based resource access cloud api resources.
['TA0005'],['T1562'],['T1562.001'],"use application control appropriate, especially regarding execution tool outside organization's security policy (such rootkit removal tools) abused impair system defenses."
['TA0002'],['T1059'],"['T1059.001', 'T1059.005', 'T1059.004', 'T1059.003', 'T1059.002']",use application control appropriate.
"['TA0005', 'TA0003', 'TA0004']",['T1574'],['T1574.001'],use auditing tool capable detecting dll search order hijacking opportunity system within enterprise correct them.
"['TA0005', 'TA0003', 'TA0004']",['T1574'],['T1574.010'],use auditing tool capable detecting file system permission abuse opportunity system within enterprise correct them.
"['TA0003', 'TA0004']",['T1543'],['T1543.004'],"use auditing tool capable detecting folder permission abuse opportunity systems, especially reviewing change made folder third-party software."
"['TA0005', 'TA0003', 'TA0004']",['T1574'],['T1574'],use auditing tool capable detecting hijacking opportunity system within enterprise correct them.
"['TA0003', 'TA0004']",['T1543'],['T1543.003'],use auditing tool capable detecting privilege service abuse opportunity system within enterprise correct them.
"['TA0009', 'TA0006', 'TA0007']","['T1040', 'T1557']","['T1040', 'T1557.002']","use best practice authentication protocols, kerberos, ensure web traffic may contain credential protected ssl/tls."
['TA0006'],"['T1555', 'T1539']","['T1555.003', 'T1539']","use browser security settings, disabling third-party cooky restricting browser extensions, limit attack surface."
"['TA0004', 'TA0006', 'TA0005', 'TA0001', 'TA0003']","['T1110', 'T1621', 'T1078']","['T1110.003', 'T1110.001', 'T1621', 'T1110.004', 'T1078.004']",use conditional access policy block logins non-compliant device outside defined organization ip ranges.
['TA0001'],['T1190'],['T1190'],"use deep packet inspection look artifact common exploit traffic, sql injection string known payloads."
['TA0008'],['T1210'],['T1210'],"use deep packet inspection look artifact common exploit traffic, known payloads."
['TA0001'],['T1566'],['T1566.002'],"use email warning banner alert user email contain link external senders, prompting exercise caution reducing likelihood falling victim spearphishing attacks."
['TA0005'],['T1027'],['T1027.002'],use file scanning look known software packer artifact packing techniques.
['TA0005'],['T1036'],"['T1036.003', 'T1036.005']",use file system access control protect folder c:\windows\system32.
"['TA0009', 'TA0006']",['T1557'],['T1557.001'],use host-based security software block llmnr/netbios traffic.
['TA0001'],['T1190'],['T1190'],use least privilege service account limit permission exploited process get rest system.
['TA0001'],['T1189'],['T1189'],use modern browser security feature turned on.
"['TA0001', 'TA0005', 'TA0003', 'TA0004']",['T1078'],['T1078.004'],"use multi-factor authentication cloud accounts, especially privileged accounts."
['TA0009'],['T1213'],['T1213.003'],use multi-factor authentication logons code repositories.
['TA0008'],['T1021'],['T1021.001'],use multi-factor authentication remote logins.
"['TA0005', 'TA0003', 'TA0004', 'TA0006']","['T1599', 'T1601', 'T1098', 'T1556', 'T1136']","['T1599', 'T1601.001', 'T1098.002', 'T1136.003', 'T1556.004', 'T1136.001', 'T1098.001', 'T1098.003', 'T1136.002']",use multi-factor authentication user privileged accounts.
['TA0008'],['T1021'],['T1021.007'],use multi-factor authentication cloud service whenever possible.
['TA0008'],['T1021'],['T1021'],use multi-factor authentication remote service logons possible.
"['TA0006', 'TA0007']",['T1040'],['T1040'],use multi-factor authentication wherever possible.
['TA0006'],['T1110'],"['T1110.003', 'T1110.001', 'T1110.002', 'T1110.004']",use multi-factor authentication.
"['TA0009', 'TA0006']",['T1557'],['T1557'],"use network appliance host-based security software block network traffic necessary within environment, legacy protocol may leveraged aitm conditions."
"['TA0005', 'TA0011']","['T1071', 'T1218']","['T1071', 'T1218']",use network appliance filter ingres egress traffic perform protocol-based filtering.
"['TA0001', 'TA0011']",['T1659'],['T1659'],"use network intrusion detection systems, sometimes ssl/tls inspection, look known malicious payloads, content obfuscation, exploit code."
['TA0007'],['T1046'],['T1046'],use network intrusion detection/prevention system detect prevent remote service scans.
"['TA0001', 'TA0003']",['T1133'],['T1133'],use external remote service may legitimate depending environment it??s used.
['TA0006'],['T1111'],['T1111'],"use mfa recommended provides higher level security usernames password alone, organization aware technique could used intercept bypass security mechanisms."
['TA0008'],['T1563'],['T1563.002'],"use rdp may legitimate, depending network environment used."
['TA0008'],['T1021'],['T1021.004'],use ssh may legitimate depending environment it??s used.
['TA0005'],['T1553'],['T1553.006'],use secure boot may prevent implementation modification code signing policies.
['TA0008'],['T1021'],['T1021.005'],use vnc may legitimate depending environment it??s used.
['TA0011'],['T1102'],['T1102'],use web service may also protect back-end c2 infrastructure discovery malware binary analysis also enabling operational resiliency (since infrastructure may dynamically changed).
['TA0042'],['T1587'],['T1587'],"use contractor may considered extension adversary's development capabilities, provided adversary play role shaping requirement maintains degree exclusivity capability."
['TA0042'],['T1587'],['T1587.004'],"use contractor may considered extension adversary's exploit development capabilities, provided adversary play role shaping requirement maintains initial degree exclusivity exploit."
['TA0042'],['T1587'],['T1587.001'],"use contractor may considered extension adversary's malware development capabilities, provided adversary play role shaping requirement maintains degree exclusivity malware."
['TA0011'],['T1102'],['T1102.001'],use dead drop resolver may also protect back-end c2 infrastructure discovery malware binary analysis also enabling operational resiliency (since infrastructure may dynamically changed).
['TA0042'],['T1584'],['T1584'],"use compromised infrastructure allows adversary stage, launch, execute operations."
['TA0011'],['T1132'],['T1132'],"use data encoding may adhere existing protocol specification includes use ascii, unicode, base64, mime, binary-to-text character encoding systems."
['TA0009'],['T1114'],"['T1114.003', 'T1114.001', 'T1114.002']",use encryption provides added layer security sensitive information sent email.
['TA0009'],['T1114'],['T1114.002'],use multi-factor authentication public-facing webmail server recommended best practice minimize usefulness usernames password adversaries.
['TA0011'],['T1104'],['T1104'],use multiple stage may obfuscate command control channel make detection difficult.
['TA0002'],['T1059'],['T1059.009'],use proper identity access management (iam) role based access control (rbac) policy limit action administrator perform provide history administrative action detect unauthorized use abuse.
['TA0042'],"['T1583', 'T1584']","['T1584.004', 'T1583.004']","use server allows adversary stage, launch, execute operation."
"['TA0005', 'TA0003', 'TA0004']",['T1574'],['T1574.013'],use kernelcallbacktable hijack execution flow may evade detection security product since execution masked legitimate process.
['TA0005'],['T1036'],['T1036.002'],use rtlo character seen many targeted intrusion attempt criminal activity.
['TA0042'],['T1583'],['T1583'],"use infrastructure solution allows adversary stage, launch, execute operations."
['TA0011'],['T1105'],['T1105'],"use utilities, ftp, normally occur may also suspicious."
['TA0005'],['T1218'],['T1218.003'],use process monitoring detect analyze execution argument cmstp.exe.
['TA0005'],['T1218'],['T1218.004'],use process monitoring monitor execution argument installutil.exe.
['TA0005'],['T1218'],['T1218.009'],use process monitoring monitor execution argument regsvcs.exe regasm.exe.
['TA0005'],['T1127'],['T1127'],use process monitoring monitor execution argument developer utility may abused.
['TA0005'],['T1218'],['T1218.005'],use process monitoring monitor execution argument mshta.exe.
['TA0005'],['T1218'],['T1218.007'],use process monitoring monitor execution argument msiexec.exe.
['TA0005'],['T1220'],['T1220'],use process monitoring monitor execution argument msxsl.exe wmic.exe.
['TA0005'],['T1218'],['T1218.008'],use process monitoring monitor execution argument odbcconf.exe.
['TA0005'],['T1218'],['T1218.010'],use process monitoring monitor execution argument regsvr32.exe.
['TA0005'],['T1218'],['T1218.011'],use process monitoring monitor execution argument rundll32.exe.
['TA0005'],['T1218'],['T1218.012'],use process monitoring monitor execution argument verclsid.exe.
['TA0040'],['T1490'],['T1490'],"use process monitoring monitor execution command line parameter binary involved inhibiting system recovery, vssadmin, wbadmin, bcdedit."
['TA0002'],['T1609'],['T1609'],"use read-only containers, read-only file systems, minimal image possible prevent execution commands."
['TA0004'],['T1611'],['T1611'],"use read-only containers, read-only file systems, minimal image possible prevent running commands."
['TA0008'],"['T1021', 'T1563']","['T1563.002', 'T1021.001']",use remote desktop gateways.
['TA0001'],['T1195'],['T1195'],use secure method boot system verify integrity operating system loading mechanisms.
['TA0009'],['T1114'],"['T1114.003', 'T1114.002']","use secure out-of-band authentication method verify authenticity critical action initiated via email, password resets, financial transactions, access requests."
['TA0006'],['T1552'],['T1552.004'],use strong passphrases private key make cracking difficult.
['TA0006'],['T1187'],['T1187'],use strong password increase difficulty credential hash cracked obtained.
"['TA0001', 'TA0003']",['T1133'],['T1133'],"use strong two-factor multi-factor authentication remote service account mitigate adversary's ability leverage stolen credentials, aware multi-factor authentication interception technique two-factor authentication implementations."
"['TA0005', 'TA0003', 'TA0006']",['T1556'],['T1556.003'],use system-integrity tool aide monitoring tool auditd monitor pam files.
"['TA0003', 'TA0004']",['T1546'],['T1546.013'],use -no profile flag executing powershell script remotely prevent local profile script executed.
"['TA0005', 'TA0004']",['T1484'],['T1484.002'],use principal least privilege protect administrative access domain trust identity tenants.
['TA0006'],['T1552'],['T1552.007'],use principle least privilege privileged account service account kubernetes.
"['TA0005', 'TA0003', 'TA0004']",['T1574'],['T1574.001'],use program sxstrace.exe included window along manual inspection check manifest file side-by-side problem software.
"['TA0005', 'TA0003', 'TA0004']",['T1574'],['T1574'],use program sxstrace.exe included window along manual inspection check manifest file side-loading vulnerability software.
"['TA0003', 'TA0004']",['T1546'],['T1546.002'],use file reference defining list suspicious screen saver files.
['TA0005'],['T1601'],['T1601'],use command query operating system version number compare expected device question.
['TA0005'],['T1036'],['T1036.005'],use tool restrict program execution via application control attribute file name common operating system utility needed.
['TA0009'],['T1213'],['T1213'],use two piece evidence authenticate system; username password addition token physical smart card token generator.
"['TA0009', 'TA0006']",['T1056'],['T1056.002'],use user training way bring awareness raise suspicion potentially malicious event dialog box (ex: office document prompting credentials).
['TA0002'],['T1204'],"['T1204.002', 'T1204.001']",use user training way bring awareness common phishing spearphishing technique raise suspicion potentially malicious events.
['TA0008'],['T1080'],['T1080'],"use utility detect mitigate common feature used exploitation, microsoft enhanced mitigation experience toolkit (emet)."
['TA0001'],['T1195'],"['T1195.001', 'T1195.002']",use verification distributed binary hash checking integrity checking mechanisms.
"['TA0003', 'TA0004']",['T1546'],['T1546.004'],user unix shell execute several configuration script different point throughout session based events.
['TA0006'],['T1003'],['T1003.002'],"user account start rid 1,000+."
"['TA0005', 'TA0007']",['T1497'],['T1497.002'],user activity-based check likely occur first step operation may also occur throughout adversary learns environment.
